BNR Rock
Classic Rock FM
European Hit Radio (EHR)
Extra FM
FM99
Gold FM
Kelyje
Laluna
LRT Klasika
LRT Opus
LRT Radijas
M-1
M-1 Plius
Mažeikių Aidas
Marijos Radijas
Power Hit Radio
Pūkas
Pūkas 2
Radiocentras
Radijo stotis Spindulys
Raduga
Relax FM
Saulės Radijas
ZIP FM
